date,years,discount_df,projection_df,discount_zero,projection_zero,discount_forward
2034-04-17,7.5917808219178085,0.7706239578351354,0.742156263157257,0.03432063748144248,0.03927872362692074,0.0335944955107273
2034-05-15,7.668493150684932,0.7686405304529454,0.7399644544275515,0.034313373467441705,0.03927148692414004,0.0335944955107273
2034-06-15,7.7534246575342465,0.7664505471171194,0.7375453587840552,0.034305498832577004,0.039263641896306024,0.0335944955107273
2034-07-17,7.841095890410959,0.7641964637434097,0.735056522810508,0.03429754910989759,0.03925572206297228,0.0335944955107273
2034-08-15,7.920547945205479,0.7621594272436346,0.7328082703785009,0.034290496687073534,0.03924869615582833,0.0335944955107273
2034-09-15,8.005479452054795,0.759987909637189,0.7304125697691222,0.0342831126910175,0.03924133992210055,0.033482327683306744
2034-10-16,8.09041095890411,0.7578370180978102,0.7280385657233274,0.03427352869582942,0.03923178425745687,0.03337015985906891
2034-11-15,8.172602739726027,0.7557613063285679,0.7257484894113861,0.03426444352482614,0.03922272594246046,0.03337015985906891
2034-12-15,8.254794520547945,0.7536912799233895,0.7234656166320069,0.03425553927325869,0.039213848012097215,0.03337015985906891
2035-01-16,8.342465753424657,0.7514895007478506,0.7210384666987302,0.03424623479337231,0.03920457103650057,0.03337015985906891
2035-02-15,8.424657534246576,0.7494311747966063,0.7187704094963695,0.03423768772084251,0.03919604922934425,0.03337015985906891
2035-03-15,8.501369863013698,0.7475151573835462,0.7166599932552067,0.03422985956095542,0.039188244209705764,0.03337015985906891
2035-04-16,8.58904109589041,0.7453314206855522,0.7142556754620415,0.034221084316789455,0.039179494905394685,0.03337015985906891
2035-05-15,8.668493150684931,0.7433579201467722,0.7120837305564782,0.0342132850723919,0.03917171871577077,0.03337015985906891
2035-06-15,8.753424657534246,0.7412540942294137,0.7097692993332859,0.034205104514766535,0.03916356234009111,0.03337015985906891
2035-07-16,8.838356164383562,0.739156222487521,0.707462390528676,0.0341970811780255,0.03915556272054662,0.03337015985906891
2035-08-15,8.92054794520548,0.7371316773232096,0.7052370374520441,0.03418946212410392,0.03914796618875087,0.03337015985906891
2035-09-17,9.01095890410959,0.7349110817852905,0.7027972331534454,0.03418124170004002,0.0391397700644789,0.03325309736519284
2035-10-15,9.087671232876712,0.7330453524381809,0.700746268361479,0.034172418730151914,0.03913097261612138,0.03313603487216684
2035-11-15,9.172602739726027,0.730985247989645,0.6984825381984235,0.03416282258333908,0.03912140422734893,0.03313603487438728
2035-12-17,9.26027397260274,0.7288647611165515,0.6961534547502463,0.03415310151627187,0.03911171127966938,0.03313603487438728
2036-01-15,9.33972602739726,0.7269483836222199,0.6940494318742095,0.034144449438649326,0.039103084229250434,0.03313603487216684
2036-02-15,9.424657534246576,0.7249054137105015,0.6918073355484469,0.03413536198182004,0.03909402305901288,0.03313603487438728
2036-03-17,9.509589041095891,0.7228681852326377,0.6895724822167753,0.034126436847757506,0.039085123742003444,0.03313603487438728
2036-04-15,9.58904109589041,0.7209675743162505,0.6874883493759923,0.034118230659977974,0.03907694129163604,0.03313603487438728
2036-05-15,9.67123287671233,0.7190066835874465,0.6853389781991335,0.03410988338701244,0.039068618164188974,0.03313603487438728
2036-06-16,9.758904109589041,0.7169209448691799,0.6830537218280417,0.03410113460756137,0.03905989469166348,0.03313603487438728
2036-07-15,9.838356164383562,0.7150359708146549,0.6809892909953256,0.03409334070829581,0.039052123337214584,0.03313603487438728
2036-08-15,9.923287671232877,0.7130264787969524,0.6787893848833052,0.03408514731214676,0.039043953641476295,0.03313603487438728
2036-09-15,10.008219178082191,0.7110226341289414,0.6765965854717362,0.034077092977197077,0.03903592260468568,0.03313603487438728
